utt,y
[value_count] in the [value_pricerange] price range would be good . can you find [value_count] for me ?,3
"no , in that case i think i would prefer to try a place that serves [value_food] food .",3
would you happen to know if there are any [value_pricerange] restaurant -s with scottish cuisine ?,3
is there [value_count] available that serves [value_food] food ?,3
"yes , [value_day] , [value_time] for [value_count] .",5
"that s wonderful . thank you for your assistance , bye !",2
i am looking for a [value_pricerange] [value_food] restaurant .,3
"yes . i need a reservation for [value_count] people , [value_day] night at [value_time] pm .",5
"i am sorry , i was actually looking for a reservation for [value_day] at [value_time] . are there any tables available at that time ?",5
great thank you for your help .,2
"yes , i actually need a table for [value_count] people not [value_count] [value_time] on [value_day] .",5
can you help me find a place to eat that serves unusual food in the [value_area] ?,3
[value_pricerange] sounds good . can you book a table at any [value_count] of the [value_count] for [value_count] people on [value_day] at [value_time] ?,5
great ! thank you for the reference number ga[value_count]mu[value_count]u . goodbye .,2
i need an [value_pricerange] restaurant .,3
i would like [value_food] food in the [value_area] please .,3
i need a table for [value_count] at [value_time] on [value_day],5
no that will be all . thanks .,2
i am trying to find a restaurant called [restaurant_name] . do you know where that is ?,3
i would like to book it for [value_count] people at [value_time] on [value_day] .,5
could i get a reference number please ?,1
can you help me find a [value_pricerange] restaurant in the [value_area] ?,3
"no , let s try [value_food] on the [value_pricerange] side located in the [value_area] . book for [value_count] people on [value_day] at [value_time] please .",5
no thank you ! goodbye .,2
"i have to book a place to eat that serves irish food and is located in the [value_area] , can you help me ?",5
how about a restaurant that serves [value_food] food in the [value_area] instead ?,3
"yes , can you see if the [value_pricerange] -ly priced [value_count] can accommodate a party of [value_count] at [value_time] on [value_day] ?",5
can i get another restaurant in the [value_area] that is [value_pricerange] -ly priced ?,0
that sounds amazing . please try to book that for me .,5
i am looking for [value_food] food in the center of the city .,3
thank you so much . that is all i need today . have a great evening .,2
great . thanks so much !,2
are there any indonesian restaurant -s in the [value_area] ?,3
"no . i would like an [value_pricerange] restaurant , though .",3
"let s try [value_pricerange] [value_food] food . i need a table for [value_count] on [value_day] at [value_time] , can you help me ?",5
thank you can i get the reference number for my reservation ?,2
yes can you find another restaurant in the same area and price range ?,0
okay thank you very much .,2
hi i am looking for an [value_pricerange] restaurant in the [value_area] of town .,3
i am looking for [value_food] food .,3
"okay , let s book a table for [value_count] on [value_day] at [value_time] .",5
no [value_time] is the only time that works for all of us . could you look for a different restaurant in the same area and price range for me ?,0
sure and give me the reference number too please .,1
thank you so much for your time . that will be all .,2
i am looking for [value_food] food in the [value_area] part of town .,3
"try [value_food] , then .",3
"i'll take any type of cuisine , then . i just need a reservation for [value_count] at [value_time] on [value_day] .",5
"[value_food] , please .",3
yes please . are you sure there are no [value_food] or [value_food] place -s in the same price range open on the [value_area] side that day ?,0
okay i guess . try booking there please .,5
thank you for your help . have a great day .,2
[restaurant_name] is fine . i want to book a table for [value_count] person at [value_time] on [value_day] .,5
"yes , please book me a different restaurant in the same area and price range .",0
thank you that sounds like a great place .,2
"no , that will be all . thank you very much .",2
then how about [value_count] that serves [value_food] food ?,6
sure that s fine try any [value_count] of those . i'll need the reference number too please .,1
yes that will be all . thanks for your help . bye .,2
can you give me information on a restaurant called [restaurant_name] ?,1
"i would like to book a table for [value_count] for [value_day] , please .",5
at [value_time] please .,5
are there any other restaurant -s in that area in the same price range ?,0
if [restaurant_name] is in the same area as grafitti then that will be all . thank you for your help !,0
hmm . i feel like discovering something new . which restaurant would you recommend ?,3
that sounds great . could you book a table for [value_count] at [value_time] on [value_day] ?,5
"yes , or any in the same [value_pricerange] range and the [value_area] area .",0
yes [value_count] in the same area and price range please .,0
great ! thank you so much for your help .,2
no thank you for all your help .,2
i would like a reservation for [value_count] people [value_day] at [value_time] please .,5
i need a [value_pricerange] priced restaurant please .,3
yes can you book for [value_count] people at [value_time] on [value_day] ?,5
that s disappointing . is there anything else [value_pricerange] -ly priced in that area ?,0
"sure , as long as it s in the [value_area] . can you give me the reference number once booked ?",5
can you find an [value_pricerange] restaurant that serves venetian food ?,3
"yes , i would be interested in [value_count] that serves [value_food] food . where would you recommend ?",7
i am looking for a restaurant in the city center that serves [value_food] food .,3
"yes , i would like to reserve a table for [value_count] people at [value_time] on [value_day] .",5
"yes , please find me another restaurant in the city center in the same price range .",0
i am looking for the [restaurant_name] can you help me find it ?,3
is there a similar restaurant in the area at that price range ?,0
"i am looking for a high end restaurant in the [value_area] , can you help me out ?",3
i want [value_count] that serves light bites .,3
what about [value_count] that has [value_food] food ?,6
"that s okay , i'll just pick the first [value_count] . can you make a reservation for [value_count] at [value_time] this [value_day] ?",5
"yes , please try another [value_count] of the [value_count] restaurant -s you found .",0
thanks so much for your help,2
"yes , i would like some information on finding a particular restaurant . the restaurant should serve a variety of jamaican food and ideally i would like it to be located in the [value_area] please .",1
no i am looking for that specifically .,3
how about [value_count] that serves [value_food] food ?,6
"i would like to book at the [value_pricerange] place . there will be [value_count] of us , and we'd like to eat at [value_time] on [value_day] .",5
yes please try booking that for me .,5
thank you so much for all of your help . that will be all .,2
i would like to find an [value_pricerange] restaurant in the [value_area] .,3
"yes , can i make a reservation for [value_count] people at [value_time] on [value_day] ?",5
"yes , i need to find another place like that [value_count] though .",0
"maybe try [value_count] more time , any type of food , exepensive , in the [value_area] of town .",3
no thank you . goodbye,2
"i am looking for a restaurant my friend recommended , i think she called it the [restaurant_name] .",3
sure thing . i'll need a reference number too .,1
great . thank you so much .,2
no that will be all for today . thank you so much for your help .,2
i am looking for [value_count] that serves [value_food] food and is [value_pricerange] .,3
yes please . we would like a table for [value_count] at [value_time] on [value_day] .,5
"no thank you , i will call again .",2
i would like to book a table at a [value_food] place and is [value_pricerange] -ly priced .,5
i will choose [restaurant_name] . address please ?,1
can you book me a table for [value_count] at [value_time] on [value_day] ?,5
that will be all thank you .,2
i want a place to dine that is in the [value_area] please .,3
i would like to narrow it down by price and i want [value_food] .,3
i want to find a [value_food] restaurant in the [value_area],3
no that s fine . just book me a table for [value_count] people at [value_time] on [value_day] .,5
let s try a different restaurant in the same area and price range please .,0
the [value_food] restaurant sounds great . can you make a reservation for [value_count] at [value_time] this [value_day] ?,5
may i have the reference number for that reservation,5
thank you so much . that is all i need .,2
"hi , i am looking for [value_pricerange] place -s to eat in the city [value_area] ?",3
yes . i would like to book a reservation for [value_count] at [value_time] on [value_day] .,5
yes thank you .,2
i need help finding a place to dine that is very [value_pricerange] and is located in the [value_area] .,3
i will just take the first [value_count] on the list . can you make a reservation for [value_count] at [value_time] this [value_day] ?,5
"just to be certain , does [restaurant_name] share the same area and price range as [restaurant_name] ?",0
can you book that for me then ?,5
thank you very much for your help .,2
i want to find some [value_food] food in the [value_area] part of town .,3
"i need the restaurant to be [value_pricerange] , does this restaurant fir that criteria ?",1
can you find me something in the same price range ?,0
i was really hoping to find a [value_pricerange] restaurant in the [value_area] part of town . can you check for availability again ? any cuisine is fine .,3
yes alright then .,3
"ok , any area will be ok",3
"no , i need a [value_pricerange] restaurant in the [value_area] .",3
i really needed it to be at that time . thank you for your help .,2
"you are certain that , with no particular cuisine needed , there were no [value_pricerange] restaurant -s at all ?",3
"thanks , i hope it will be a good [value_count] . bye !",2
are there any casual restaurant -s in the [value_area] ?,3
i would like it to be in the [value_pricerange] price range .,3
"[value_food] sounds wonderful . yes , please book a table for [value_count] at [value_time] on [value_day] .",5
"yes , that would be fine . thank you for your help today . bye .",2
i am looking for a [value_pricerange] restaurant in the [value_area] area .,3
let s go with [restaurant_name] . could you book a table for [value_count] people at [value_time] on [value_day] ?,5
yes as long as its in the same area and price range . i need a reference number too then please,0
okay that is all i need for now .,3
i am looking for a restaurant in the [value_area] that serves [value_food] food .,3
i would like [value_count] in the [value_pricerange] price range please .,3
no thanks . thank you and goodbye .,2
i am hoping to find a [value_pricerange] restaurant in the [value_area] .,3
would you see if any of those are available on [value_day] at [value_time] for [value_count] people ? thanks .,5
"thank you ! there will be nothing else , goodbye .",2
i would like to see if [value_count] has a table available at [value_time] on [value_day] for [value_count] people .,5
"i need help finding a very [value_pricerange] restaurant located in the [value_area] , can you help me ?",3
i am looking for a restaurant in the [value_area] area in the [value_pricerange] range . i would like a table for [value_count] people at [value_time] on [value_day] .,5
"yes , the [restaurant_name] sounds perfect .",3
"sure , find me something else .",0
yes thank you for your help .,2
yes i would like to find a restaurant that is in the [value_pricerange] price range on the [value_area] side of town .,3
[value_food] . would you reserve a table for [value_count] for me ? i would like that to be at [value_time] on [value_day] .,5
no thanks for all your help,2
"id like to eat at an [value_pricerange] [value_food] place , know any ?",3
how about in the city [value_area] ?,4
can you see which ones have availability [value_day] at [value_time] for [value_count] people ?,5
"nope , that would be it . thanks for all the help , have a nice day !",2
"i need help finding a very inexpensive place to eat located in the [value_area] , can you help me ?",3
"i do not care , as long as it s [value_pricerange] it s fine . which do you recommend ?",3
"yes , i would like a table for [value_count] at [value_time] on [value_day] night .",5
how about a different restaurant in the same area and price range ?,0
thank you so much that is all i need .,2
are there any [value_pricerange] [value_food] restaurant -s around ?,3
"yes , i would prefer the [value_area] .",3
"actually , i just found out that another couple will be joining us and we'd like to eat at [value_time] . can you make me a reservation for [value_count] at that time ?",0
thank you . goodbye .,2
i am looking for a restaurant that serves moroccan food in the [value_area] .,3
could you check if either has booking for [value_count] people at [value_time] on [value_day] ?,5
"i would like to find an [value_pricerange] [value_food] , should you have such a beast .",3
please book it them and please let me have the reference number when you are done .,5
thank you !,2
i am looking for a restaurant called [restaurant_name],3
yes can you help me with a reservation for [value_day] night at [value_time] ?,5
just [value_count] . it s for my wife and i .,3
lets try for asian please,3
"i am looking for [restaurant_name] , can you help me find where it is ?",3
great ! i would like to book a table for [value_count] at [value_time] on [value_day] .,5
"yes , how about another restaurant in the same area and price range ?",0
that sounds good as long as it s in the same area and price range . i'll need the reference number too please .,0
no thank you . goodbye .,2
i need to find an [value_pricerange] restauant that s in the [value_area] section of the city .,3
no i do not care about the type of cuisine .,3
what is their address ?,1
what is the food type they serve ?,1
"nope , that s what i was looking for . thanks a lot !",2
i am looking for a restaurant that is [value_pricerange] -ly priced and serves cantonese food .,3
their phone number please .,1
what is the area ?,1
thank you for your help . goodbye .,2
"hello , i am looking for an [value_pricerange] restaurant that serves australian food .",3
what about [value_food] food ?,4
could i have the phone number for [value_count] of the restaurant -s ?,1
i am wanting an [value_pricerange] restaurant that offers [value_food] food . what is their number ?,1
"that sounds good , what is their number so that i can ring them ?",1
great ! thank you . goodbye .,2
i would like a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
what type of food does [restaurant_name] serve ?,1
yes what is the address for the business ?,1
"great . i have everything i need , thank you",2
i want somewhere that serves traditional food .,3
how abou [value_food] food,3
what is the address and phone number ?,1
thank you . goodbye .,2
is there a [value_pricerange] place in the [value_area] part of town ?,3
"[value_food] , please . can you give me the address ?",1
what is the phone number please ?,1
no that will be it . thank you,2
i want a [value_pricerange] -ly priced restaurant in the [value_area] part of town . what is the phone number ?,1
i do not care . give me their phone number .,1
yes give me the phone number .,1
"awesome , thank you ! goodbye !",2
i would like a place that serves world food in the [value_area] part of town .,3
how about [value_food] food ?,4
"no , thank you goobye .",2
i would like to find a [value_pricerange] -ly priced [value_food] restaurant .,3
"can you give me the address , phone number , and area code ?",1
thank you very much for the address of the [restaurant_name] !,1
i need a restaurant,3
[value_area] and [value_pricerange],3
address and phone number for the [value_food] restaurant,1
"no , this is it . thank you",2
is there a welsh restaurant in the [value_area] part of town ?,3
i would like to find a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
[value_area] part of town .,3
can you please let me know the address ?,1
are there any other [value_pricerange] -ly price restaurant -s in the [value_area] part of town ? can i get the address for another [value_count] ?,0
i would like a [value_pricerange] -ly priced steakhouse restaurant .,3
how about [value_pricerange] -ly priced [value_food] food ?,4
can you give me the phone numbers please,1
"okay , so may i have the number please ?",1
"thank you , goodbye",2
i would like to find a restaurant that serves swiss food .,3
is there any restaurant -s that serve [value_food] food ?,3
"thank you , goodbye .",2
i am looking for a restaurant that serves caribbean food and in the [value_pricerange] price range .,3
are there any [value_food] restaurant -s ?,3
"what is the address , phone number , and postcode ?",1
thank you goodbye .,2
i am looking for a restaurant that serves swedish food,3
"yes , how about [value_area] american food . i will also need the address , phone number , and postcode .",1
"thank you , goodbye .",2
i would like to find an [value_area] side restaurant that is [value_pricerange] .,3
[value_food] food sound good .,3
what is their address and postcode ?,1
thank you goodbye .,2
"hello , i am looking for a restaurant that serves [value_food] food in the [value_area] of town .",3
"okay . thank you , goodbye .",2
i need to find a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
can you send me the address and the phone number of this restaurant ?,1
"no , that will do it , thank you very much .",2
i do not care .,3
can you tell me what kind of food they serve ?,1
i want [value_count] in the [value_pricerange] priced range . what is the price range of chiquito restaurant ?,1
what is the address for [restaurant_name] ?,1
"thank you , goodbye",2
is there a restaurant in the [value_area] ?,3
"i would like [value_count] serving [value_food] food , possible .",3
can i get the address and phone number ?,1
"thank you , goodbye .",2
"yes , a restaurant serving [value_food] food would be good .",3
"i do not care about the price range , and would just like [value_count] in the [value_area] part of town .",3
what is the price range ?,1
"hello , i am looking for a scottish restaurant on the [value_area] side of town .",3
[value_pricerange],3
can you please give me that phone number ?,1
what is the food type they serve ?,1
can you please give me the address ?,1
i would like the phone number and address for [restaurant_name] please .,1
"thank you , goodbye .",2
"i am looking for something [value_pricerange] -ly priced in the [value_area] part of town , could you get me the number and full address please ?",1
thank you goodbye .,2
i would like a restaurant in the [value_area] of town that serves [value_food] food,3
can i have the phone number and address please ?,1
is there a [value_pricerange] restaurant in the [value_area] part of town ?,3
what is the address and phone number ?,1
thank you goodbye .,2
let s go with [value_food] food .,3
address and phone number,1
"thank you , goodbye .",2
i want some welsh food . [value_pricerange] -ly priced please .,3
i would like a [value_food] restaurant instead then .,3
"i would like their phone number , please .",1
is there any thing else i can help you with ?,0
i want the phone number to a [value_pricerange] -ly priced restaurant with [value_food] food .,1
can you tell me what area of town it is located ?,1
thank you goodbye .,2
i am looking for an [value_food] restaurant in the [value_area] part of town . could i also get the phone number and address of the restaurant ?,1
i want to find a [value_pricerange] restaurant in the [value_area] part of town . what is the address and phone number ?,1
"thank you , goodbye .",2
"no , i dont care about the cuisine .",3
no . thank you,2
"hey , could you tell me if there are any panasian restaurant -s in the [value_area] side of town ?",3
no,3
"are there any [value_food] restaurant -s on the [value_area] side of town ? if so , what is the address , phone number and post code ?",1
"i would like a [value_food] restaurant , and i do not care what part of town it is in .",1
the price range does not matter .,3
that sounds good . may i have their phone number ?,1
thank you goodbye .,2
i would like a [value_pricerange] restaurant in the [value_area] part of town,3
"either is fine , could you provide me their address and post code ?",1
i would like to know which type of food [restaurant_name] is serving .,3
no thanks . goodbye .,2
i am looking for [value_food] food in the [value_area] part of town .,3
thank you . goodbye .,2
"yes , i would like the address and phone number please .",1
thank you ! goodbye .,2
"i am looking for a resteraunt that serves [value_food] food , any price range is fine . what do you have available ?",1
"what is their address , phone number , and postcode ?",1
thank you,2
thank you . goodbye .,2
i am looking for a restaurant in the [value_area] part of town serving corsica food .,3
no thank you,2
thank you goodbye .,2
i would like a [value_pricerange] -ly priced restaurant that serves english food,3
[value_food] food that is [value_pricerange] -ly priced please .,3
what is the address and postcode ?,1
that is it . thank you .,2
where can i get swiss food in town ?,7
how about [value_food] food ? can i have the address and phone number ?,1
"no . thank you , goodbye .",2
hello . can you please recommend a [value_food] restaurant for me ?,3
what is their phone number,1
what is the address ?,1
"thank you , goodbye .",2
"yes , please , and the address and postcode also .",1
"yes , i would like a different selection please . what other place -s serve [value_food] food ?",0
thank you goodbye .,2
i want english food .,3
i do not care .,3
how about [value_food] food then . please give me phone number and postcode please .,1
thank you goodbye,2
"hi , i am looking for an [value_pricerange] restaurant that serves kosher food .",3
i do not care about the location .,3
how about [value_food] food in the [value_pricerange] price range ?,4
"yes , i would like their address please .",1
thank you . that is all of the info that i needed . goodbye .,2
i need to find a restaurant in the [value_area] side of town,3
yes . can i get the name and phone number of [value_count] of those restaurant -s ?,1
what is the area again sorry ?,1
"hello , i am looking for a restaurant that serves [value_food] food .",3
i do not care,3
are there any others ?,0
perfect . thank you very much !,2
i want a place with austrian food .,3
"ok , how about a place with [value_food] food ?",4
i do not care .,3
"on the [value_area] side of town , please .",3
"thank you , goodbye .",2
how about [value_food] food ?,4
"yes , the address , phone number , and their price range please .",1
is there an [value_pricerange] [value_food] restaurant in town ?,3
which is closest to me ?,7
what is the food type they serve ?,1
i do not know .,3
thank you,2
i want a restaurant in the [value_area] and serves [value_food] food . what is the address ?,1
thank you !,2
looking for barbeque food .,3
how about [value_food] ?,4
what is the address and phone number ?,1
"thank you , goodbye .",2
"hi , i am looking for a persian restaurnt in the [value_area] part of the city .",3
how about [value_food] food ?,4
could you tell me the address and phone number please ?,1
"that s it . thank you , goodbye",2
i am looking for a [value_food] restaurant in town .,3
"yes , what is their address and phone number ?",1
thank you goodbye,2
hello . can you please help me find a nice restaurant that serves [value_food] food ? i need to know the address too .,1
and what is the postcode ?,1
can i please have a [value_pricerange] restaurant in the [value_area] ?,3
thank you very much . bye .,2
can you recommend me a restaurant in the [value_pricerange] priced range located in the [value_area] part of town ?,3
"no i am not interested in [value_food] right now , do you have any other listings ?",0
i do not care .,3
thank you .,2
thank you goodbye .,2
looking for a restaurant in the [value_pricerange] -ly priced range,3
"i do not care about the area of town , but i would like cuban food .",3
"can i get the address and postcode , please ?",1
thank you goodbye .,2
i am looking for a [value_pricerange] restaurant in the [value_area] part of town . i will need their address .,1
thank you goodbye .,2
i want a restaurant in the [value_area] part of town and serves panasian food .,3
[value_food] food please . phone number and postcode please .,1
what is the price range ?,1
thank you for your help . goodbye .,2
is there any place serving [value_pricerange] [value_food] food ?,3
of course !,3
no thank you . that s all i need . goodbye,2
is there anything else ?,0
what kind of food does [restaurant_name] serve ?,1
what is their phone number ?,1
"no , thank you . i have all the information that i need now .",2
goodbye,2
"address and phone number , please",1
sorry what type of food do they serve ?,1
"no , thank you ! i have got all the info i needed . goodbye .",2
i want [value_food] food that is [value_pricerange] -ly priced .,3
thank you goodbye .,2
i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
what kind of food is that ? also what is the address and phone number ?,1
thank you that is all .,2
that is it . thank you .,2
"i am looking for a swedish restaurant , preferably in the [value_pricerange] price range .",3
[value_food] food .,3
i prefer the [value_pricerange] price range .,3
great ! thank you very much .,2
goodbye,2
goodbye .,2
what is the phone number and postcode of a [value_pricerange] restaurant in the [value_area] part of town ?,1
thanks so much !,2
i would like an [value_pricerange] restaurant in the [value_area] part of town,3
is there anything else ?,0
thank you goodbye .,2
goodbye,2
i would like to have their phone number and address .,1
thank you . goodbye .,2
yes please,3
is there something else ?,0
what is the address and phone number ?,1
"no , thank you . goodbye .",2
i want to find a restaurant in the [value_area] and serving [value_food] food .,3
that s ok because it s for a special occasion . can you give me the phone number ?,1
"no thank you , goodbye",2
"hello , i need some [value_food] food . any price range is fine .",3
what is the address and phone number ?,1
"thank you , goodbye .",2
i want a jamaican food restaurant in the [value_area] part of town .,3
are there any [value_food] restaurant -s in the [value_area] ?,3
thank you goodbye .,2
hi . i am trying to find a restaurant that serves welsh food . can you help me ?,3
how about [value_food] food ? i do not care about the price range .,3
[value_food] food in any area,3
is there a [value_food] restaurant in the [value_area] of town ?,3
what is the address ?,1
what is the phone number and price range ?,1
"no , that s all the information i needed . thank you . goodbye .",2
i am looking for a restaurant the serves [value_food] food .,3
i have no preference .,3
"no . thank you , goodbye .",2
"hello , i am looking for a [value_pricerange] -ly priced restaurant that serves traditional food .",3
"what is the address , phone number , and postcode ?",1
"thank you , goodbye .",2
i would like to find a restaurant in any area and it should serve [value_food] food .,3
could you give me just the phone number and postcode please ?,1
"no , thank you . goodbye .",2
"no , thank you . goodbye",2
i would like a restaurant that serves brazilian food,3
please search for [value_food] food . i will also need the address and phone number .,1
i do not care,3
"no , that is all i need . thank you and goodbye !",2
i am looking for bistro food .,3
how about a restaurant serving [value_food] food ?,3
thank you,2
i would like an [value_pricerange] restaurant in the [value_area] part of town,3
i do not care,3
can i have their address and post code please,1
looking for a restaurant on the [value_area] part of town ?,3
i do not have a preference .,3
"i would like something in the [value_pricerange] price range , please .",3
can i have the address and phone number please ?,1
thank you goodbye .,2
dont care but i would like the address and phone number,1
which part of town it is in ?,7
"thank you , goodbye .",2
i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
"the [value_food] place and the address , please .",1
thank you,2
"yes , i am looking for a restaurant in the [value_area] part of town serving [value_food] food .",3
"may i have their phone number , please ?",1
"okay , thank you",2
thank you for using our system and please return with any other inquiries .,2
i do not care about the price range .,3
thank you goodbye .,2
i want your most [value_pricerange] restaurant in the [value_area] town .,3
i do not care,3
"ok , can you tell me the other restaurant -s ?",0
great ! can you please tell me the address and the phone number of [restaurant_name] ?,1
"thank you , goodbye .",2
i would like a [value_pricerange] restaurant which serves [value_food] food,3
sorry what type of food do they serve ?,1
i would like a hungarian restaurant in the [value_area] of town .,3
"yes , but just for [value_count] .",3
thank you !,2
"nope , i am good . thanks again .",2
i am looking for an [value_pricerange] [value_food] restaurant in town .,3
is there anything else ?,0
"actually , could i have the phone number of [restaurant_name] ?",1
"okay , i think that does it . thanks for that .",2
i am looking for a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
can i get the address and phone number ?,1
for both please,3
thank you and goodbye .,2
"[value_pricerange] restaurant , please",3
how about [value_food] ?,4
"yes , and the postcode please .",1
"no , thank you , goodbye ,",2
i am looking for a restaurant in the [value_pricerange] price range that serves [value_food] food .,3
"thank you , goodbye .",2
how about [value_food] food ?,4
yes please .,3
"no , thank you .",2
i am looking for a restaurant in the [value_area] part of town,3
[value_food] food,3
phone number and postcode please,1
"thank you , goodbye .",2
i am looking for a [value_pricerange] restaurant in the [value_area] part of town .,3
"thank you , goodbye",2
i need the phone number of a restaurant in the [value_area] part of town that serves [value_food] ood .,1
"thank you , goodbye .",2
i want to find a [value_pricerange] -ly priced restaurant in the [value_area] part of town .,3
what is the address and phone number of [restaurant_name] ?,1
thank you very much goodbye,2
"i do not care . however , i would like to know their price range as well as their address and phone number .",1
thank you . goodbye,2
i need some [value_food] food ! i need a restaurant in any area . please give me a phone number .,1
thank you . goodbye .,2
i want to find a [value_pricerange] restaurant in the [value_area] part of town .,3
i am searching for a restaurant serving [value_food] food in the [value_area] of town .,3
i prefer to stay in the [value_area] of town . is there a [value_food] restaurant ?,3
i do not care about the price range .,3
can you give me the address ?,1
what price range is [restaurant_name] ?,1
i want to find a restaurant in any part of town and serves [value_food] .,3
what is the phone number and price range ?,1
is there anything else ?,0
thank you goodbye .,2
i would prefer [value_food] .,3
thank you goodbye .,2
i am looking for a restaurant that serves [value_food] food and in the [value_area] part of town .,3
"what is the address , phone number , and price range of the [restaurant_name] ?",1
do you have any restaurant -s that serve caribbean food ?,3
"no , any part of town is good .",3
how about a restaurant that serves [value_food] food ?,3
may i get the restaurant phone number please ?,1
"thank you , goodbye",2
i want to find a [value_pricerange] restaurant in the [value_area] part of town . what is the address and food ?,1
thank you,2
hello ! can you recommend a [value_pricerange] -ly priced restauarnt near the [value_area] part of town ?,3
it does not matter .,3
may i have their address please ?,1
i am in the past of town . can you recommend a restaurant in a [value_pricerange] priced range ?,3
i do not care about the type of food .,3
is it in the [value_area] part of town ?,1
yes [value_area] please,3
great ! could you please give me the address and phone number of that restaurant ?,1
"thank you , goodbye",2
i am looking for the address and phone number of an [value_pricerange] restaurant serving [value_food] food .,1
"yes , please . may i have their address and phone number ?",1
"that is all , thank you , goodbye .",2
"hello , i am looking for a restaurant that serves halal food .",3
how about [value_food] food ?,4
what is their address and phone number ?,1
correct,3
what is the phone number ?,1
thank you goodbye .,2
thank you . goodbye,2
i am looking for a restaurant that is [value_pricerange] and is in the [value_area] part of town .,3
i do not care .,3
"can i get the phone number , please ?",1
sorry what type of food do they serve ?,1
thanks so much,2
thank you,2
i am looking for a restaurant in the [value_pricerange] price range that serves belgian food .,3
what is the address of the restaurant ?,1
what is its phone number ?,1
"okay , thanks . and what area is it in please ?",2
"that s good , thanks .",2
i have no preference . can i please have the address and phone number of [value_count] of them ?,1
i would like a [value_pricerange] -ly priced restaurant that serves creative food .,3
yes . how about a restaurant that serves [value_food] food ?,3
i am looking for a restaurant serving scottish food .,3
"ok , how about [value_food] food ?",4
can i have the address please ?,1
thank you !,2
i want to find a [value_pricerange] price restaurant and serving austrian food .,3
what about [value_food] food ?,4
[restaurant_name] sounds good . could you give me the phone number ?,1
thank you so much .,2
"hello , i am looking for an [value_pricerange] restaurant that serves [value_food] food .",3
"can i get the address , phone number , and area of an [value_food] restaurant ?",1
"perfect , thank you !",2
"a [value_pricerange] -ly priced restaurant in the [value_area] part of town , please . give me their address and phone number , too .",1
[value_food] is fine,3
i would like to find panasian food for [value_pricerange] please .,3
and that s a [value_pricerange] restaurant ?,3
is there anything else ?,0
thanks .,2
is there an [value_pricerange] restaurant any where in the [value_area] part of town ?,3
[value_food] sounds good . can you give me an address and phone number ?,1
that will do it . goodbye .,2
i want to find a restaurant in the [value_area] part of town serving singaporean food .,3
[value_food] food of course and what is the phone number ?,1
"no that will be all . thank you , goodbye .",2
i appreciate your help . goodbye .,2
i would like to find an [value_pricerange] restaurant that serves venetian food .,3
are there any [value_food] restaurant -s in that price range ?,3
"yes , thank you .",2
what is the phone number and postcode ?,1
thank you,2
"that s it . thank you , goodbye",2
i would like a [value_pricerange] -ly priced restaurant that serves [value_food] food,3
how about [value_food] food ?,4
what is their address and postcode ?,1
thank you goodbye .,2
i want to find a place that serves australasian food .,3
ok . is there anything for [value_food] food ?,3
sounds good . what is the phone number ?,1
no thank you . goodbye !,2
i am looking for scandinavian food in any area .,3
"yes , could you look for a [value_food] restaurant ?",3
that will work . i would like the address and phone number to the [restaurant_name] restaurant please .,1
i need the address too please .,1
"that s it . thank you , goodbye",2
i am looking for an [value_pricerange] restaurant .,3
[value_food] food .,3
i do not care .,3
i really have no desire for [restaurant_name] . are there other restaurant -s available ?,0
ok i will try this [value_count] . i would like the address and phone number please .,1
"no , thank you .",2
i am looking for something [value_pricerange] in the [value_area] part of town .,3
"either is fine , can you provide the address and phone number ?",1
thank you goodbye .,2
i am looking for a [value_pricerange] restaurant in the [value_area] part of town .,3
i do not care .,3
what is the phone number ?,1
what is the address ?,1
what is the food type they serve ?,1
thank you ! goodbye !,2
i would like a [value_pricerange] -ly priced restaurant that serves brazilian food,3
is there any restaurant -s that have [value_food] type of food ?,3
may i have their address and phone number please ?,1
thank you goodbye .,2
i want a restaurant in the [value_area] part of town and serves austrian food .,3
"[value_food] , please .",3
"thank you , goodbye !",2
"yes , what is the address for [restaurant_name] please ?",1
i want [value_food] food .,3
is there anything else ?,0
what is the price range ?,1
what is the address ?,1
"that s all i need , thanks .",2
"hello , i am looking for a restaurant that serves [value_food] food .",3
what is their address ?,1
thank you so much !,2
"yes , may i have th phone number and address please ?",1
thank you ! have a nice day !,2
it should be in the [value_area] part of town .,3
[value_food] sounds good . what s it called ?,1
"yes , i would like the address and phone number .",1
i do not care what area it is in .,1
how about a [value_pricerange] restaurant serving [value_food] food ?,3
i want an [value_pricerange] restaurant in the [value_area] part of town .,3
"ok , then . i'll take [value_food] . can i get an address and phone number for the restaurant ?",1
"thank you , goodbye !",2
i want to find a [value_pricerange] -ly priced restaurant that serves [value_food] food . what is the address and phone number ?,1
i do not care . please suggest [value_count] .,3
what is their address and phone number ?,1
"no , thank you , goodbye .",2
thank you goodbye .,2
i am looking for a restaurant in the [value_area] part of town and serving [value_food] food . what is the address and phone number ?,1
ok . thanks .,2
"that is all , thank you , goodbye .",2
i would like a restaurant in the [value_area] part of town that serves [value_food] food,3
