utt,y
sure please book for value_people people on value_day at value_time please .,5
can you book me in for the value_food restaurant then ?,5
"nope , i think that will do it , thank you",2
"good morning , i need help finding a restaurant that serves value_food in the value_pricerange price range .",3
i do not have a preferred area . which ones have a table available for value_people people at value_time on value_day ?,5
"yes , please .",3
i just need a restaurant in the same area and has the same price range .,3
are there any value_pricerange restaurant -s in the city value_area you could recommend ?,3
i would like to eat value_food food .,3
thank you and goodbye .,2
the reservation needs to be for value_people for value_time on value_day evening . do they have a table then ?,5
no . it needs to be t value_time . another restaurant in the same area and price range would work .,5
thanks so much . that s all i needed .,2
i am looking for a restaurant that is value_pricerange and in the value_area,3
i would really like to try some value_food food please .,3
"no , if you could just book me into 1 for value_day , that would be great .",5
okay great no that will be it .,3
i am looking for a place to dine in the value_area .,3
yes i would like it to be value_pricerange .,3
no preference on type .,3
i am looking for a place serving value_pricerange value_food food,3
let s try the value_area part of town .,3
"yes , if 1 is in the same area and price range as restaurant_name .",3
"no , that is all i need thank you .",2
"i would like an value_pricerange place to dine , value_area of town .",3
"the type of food does not matter , but i need a reservation for value_people people .",5
1245 on value_day for value_people people please and may i get the reservation number after you book it please ?,5
"thank you for booking the reservation for mr , goodbye .",2
i am looking to get some value_food food in the value_area part of town .,3
can you see if there are any that serve value_food food ?,4
any would be fine . but i need to book a table for value_people people for value_day at value_time .,5
sure as long as it s in the same area and price range . i need the reference number too please .,1
"thank you , that s all i needed today !",2
"i am looking for a place to dine that serves value_food food and is located close to the value_area , can you help me please ?",3
i would like a restaurant in the value_pricerange range .,3
may i have the reference number for the reservation ?,5
"yes please , in the same area and price range , please .",3
thank you so much . have a great day .,2
can you help me find a restaurant by the name of restaurant_name ?,3
please try booking a different restaurant in the same area and price range .,5
"very well . i really need a reliable booking , make sure you give me a reference number , i do not want any confusion when i get there .",5
that would be good . i would like to try that 1 if you recommend it .,3
no that will be all . thanks !,2
"hi , can you recommend me a good value_food restaurant ? something not too value_pricerange ?",3
"hmm , i do not want to scrape the bottom of the barrel . maybe something value_pricerange but not too value_pricerange .",4
"yes , that sounds good . please book for value_people people on value_day at value_time .",5
"nope , that will do it , thanks !",2
thanks . goodbye .,2
hi i want to find a place to eat in the value_pricerange price range in the value_area part of town .,3
yes any 1 of them would be find . a table for value_people at value_time on value_day please .,5
i am looking for a place to eat in town value_area .,3
that will be all . thank you very much for your help .,2
i am looking for a place called restaurant_name,3
yes . please book a table for value_people people at value_time on value_day .,5
yes please try the same date and time for that restaurant,3
"thanks , that s all i need . have a nice day .",2
i am hoping to find a restaurant in the value_area that serves value_food food .,3
"i would like a table for value_people people at value_time on value_day , please .",5
can you help me find a value_food restaurant please ?,3
"i would like to be in the value_area of town , and if it could be inexpensive , that would be ideal .",3
do they have a table available for value_people people on value_day night ?,5
can you try a different restaurant in the same area and price range ?,0
what about another restaurant in a different area but same price range ?,0
no thank you i need it in that area and price range .,2
i suppose that would be all right .,3
thank you for all your help today .,2
i want to find some information on restaurant_name,1
yes please . for value_people person at value_time on value_day .,5
"yes , please give me the reference number .",1
yes how about 1 in the same area and price range please ?,0
awesome ! thanks so much . that is all i need .,2
i am looking for a place to eat that is value_food that is in the value_princerange range please .,3
yes . where area is it located in ? i need it to be in the value_area .,1
that will not work . how about an value_food restaurant in the value_area that is value_pricerange -ly priced ?,4
yes i would like to book a table for value_people people at value_time on value_day .,5
i would like a value_pricerange value_food place to eat .,3
yes please go through them .,3
i am not sure but i need to make the reservation for value_people people at value_time on value_day .,5
"great , thanks ! that s all for now . bye !",2
how about a different place to eat in the same area and price range ? can you book it and i need the reference number .,5
"wonderful , thank you . that is all i need for today . bye .",2
are there any value_pricerange place -s to eat in the value_area ?,3
i was really looking for a value_food cuisine ? is that available there ? if so can you book a table for value_people ?,5
are there any restaurant -s that serve value_food food ?,4
could you help me find an value_pricerange value_food restaurant ?,3
let s go with the value_area . i need a reservation for value_people at value_time on value_day .,5
i need a different restaurant in the same area and price range please .,0
does the restaurant_name value_food restaurant have availability on value_day at value_time ?,5
"that is all , thanks , bye .",2
i need help finding a place to eat that is value_pricerange -ly priced and located in the value_area .,3
"yes , please , i would like a reservation for value_people people at value_time on value_day .",5
are there any other restaurant -s in the same area in the value_pricerange price range ?,0
sure . please book me at 1 of those .,5
"value_people people at value_time on value_day , please .",6
"no , that s all i needed . have a nice day .",2
i am looking for a value_pricerange priced restaurant in the value_area of town please .,3
not really . . but i do need to make a reservation for value_people on value_day . at value_time in the afternoon ?,5
i would like to find a place that serves value_pricerange -ly priced value_food food .,3
that sounds great . could you make a reservation for value_people people at value_time this value_day please ?,5
yes please . is there another restaurant in the area in that price range that is available at that time ?,0
"no , you have been very helpful . thank you . goodbye .",2
i am looking for a value_pricerange -ly priced restaurant to eat at in the value_area .,3
"okay , that sounds good . i'll need a reference number .",1
thank you so much for your help .,2
i am looking for a casual value_food restaurant .,3
what about value_food ?,4
i do not have a preference . surprise me .,3
"that sounds good . do they have a table for value_people people at value_time on value_day evening ? if yes , please book and send the reference number .",5
"yes , please . i need it to be in the same area and value_pricerange price range .",3
"great , thanks . i am all through here . you've been a great help .",2
i am looking for an value_food restaurant that is priced value_pricerange -ly .,3
yes i would like to book a table for value_people people at value_time on value_day .,5
"no , thank you .",2
i am looking for a place to dine that serves value_food food and located in the value_area .,3
"yes , that sounds good . could you book it for me on value_day at value_time .",5
there are value_people of us .,5
yes another value_food restaurant for value_people people .,5
no thank you,2
i would like a value_food restaurant .,3
i am looking for something in the value_pricerange price range .,3
can you help me find an value_pricerange value_food restaurant to dine at ?,3
let s try another restaurant .,0
okay great that is all i need at the moment .,2
i am looking for a restaurant in the value_area side that s in the value_pricerange price range .,3
the value_food restaurant restaurant_name sounds good .,3
nope thats it . thanks,2
"yes , i would like some help looking for a particular restaurant . the name of the restaurant is restaurant_name . i would like to know where it s located and how value_pricerange .",1
"yes , please look for a different restaurant in the same area and price range as darrys cookhouse .",0
"what is the address , please ?",1
"yes , please book that for the same party and time on value_day .",5
i am looking for a value_food restaurant in the value_area of the city .,3
are there any value_food restaurant -s in any other part of town ?,3
"sure , a value_food restaurant in the value_pricerange price range would be great .",4
"yes , book me the restaurant_name for value_people people at value_time on value_day .",5
yes please try booking that .,5
great ! thank you so much for your help . that will be all .,2
can you find me a restaurant with a value_pricerange price range ?,3
i'll just take the first 1 on the list . can you make a reservation for value_people at value_time on value_day ?,5
thank you so much !,2
no thank you . thank you for your help .,2
i am looking for a restaurant named restaurant_name .,3
i do not have any preferences . pick 1 you like .,3
thank you ! have a nice day !,2
i am looking for a restaurant in the value_area of town that serves value_food food .,3
are there any value_food restaurant -s in the city at all ?,3
alright . can you find me an value_food food restaurant instead ?,4
something value_pricerange please .,3
sounds perfect . can you book a table for value_people at value_time on value_day ?,5
yes . just make sure it is something in the value_pricerange range .,1
i am looking for a restaurant in a value_pricerange price range .,3
why do not you choose 1 for me as long as i can get the tables booked .,5
"no , thank you . goodbye .",2
"hi , i am looking for a place to eat in the value_area of town .",3
it should serve value_food food in the value_pricerange price range .,3
"yes , i need a table for value_people on value_day .",5
book it for value_time please .,5
i am looking for a restaurant .,3
"yes , a different restaurant in the same area and with the same price range .",0
type of food does not matter . which is the best 1 ? i'll book that .,5
that is all . thank you !,2
can you help me find and value_pricerange restaurant in the value_area ?,3
i would like to eat at an value_food restaurant please .,3
"no , that s it for today . thank you for all your help . goodbye .",2
can you help me find a value_pricerange -ly priced place to eat located in the value_area ?,3
can you check to see if either has booking for value_people people at value_time on value_day ?,5
"no , i need value_time on value_day . perhaps a different restaurant in the value_area with value_pricerange price -s ? any cuisine is fine .",5
i want to try value_food . can you book for value_people people at value_time on value_day ?,5
please try booking any different restaurant in the same area and price range as restaurant_name .,5
"yes , and book it for value_people people on value_day at value_time , thank you .",6
no thank you that is all i needed . goodbye .,2
hi ! i need a restaurant that serves value_food food please !,3
yes . i would like an value_pricerange 1 please .,3
i am looking for a restaurant in the value_area of town . are there any available ?,3
"yes please , i would like to book a table for value_people people at value_time on value_day . i would also like a reference number please .",5
that is everything . thanks !,2
"yes , i am looking for value_food food .",3
do anything of them serve value_food food ?,3
any 1 will be fine . i need the reference number please after its booked .,5
i want to book a table for value_people people at value_time on a value_day please .,5
that is great ! thank you for all your help .,2
i am looking for a restaurant called restaurant_name .,3
that sounds great . could you make a reservation at value_time for value_people people this value_day ?,5
that will be all . thank you for your help !,2
i am looking for a place to dine located in the value_area and in the value_pricerange price range . can you help me ?,3
is there value_food available ?,3
"yes please make it for value_day at value_time , for value_people people . and can i also get the reference number ?",5
thanks so much !,2
no thank you . that will be all .,2
"hi , i am looking for a value_area value_food restaurant in the town value_area ?",4
"no , in that case i think i would prefer to try a place that serves value_food food .",4
"okay , how about restaurant_name . i would like a table for value_people on value_day at value_time .",5
yes . i would like the same area and price range .,3
"thank you , that will be just fine .",2
"no , not at this time . i was really only hunting a restaurant with value_food cuisine . thank you for your time .",3
is there 1 available that serves value_food food ?,4
"yes , value_day , value_time for value_people .",5
"that s wonderful . thank you for your assistance , bye !",2
great thank you for your help .,2
thank you so much and i apologize for the confusion on my part . that is all i need for now . bye .,2
can you help me find a place to eat that serves unusual food in the value_area ?,3
how about value_food ?,3
value_pricerange sounds good . can you book a table at any 1 of the 4 for value_people people on value_day at value_time ?,5
great ! thank you for the reference number ga03mu3u . goodbye .,2
i need an value_pricerange restaurant .,3
i would like value_food food in the value_area please .,3
i need a table for value_people at value_time on value_day,5
i am trying to find a restaurant called restaurant_name . do you know where that is ?,1
could i get a reference number please ?,1
can you help me find a value_pricerange restaurant in the value_area ?,3
"oh , yes ! value_food , please .",3
"no , let s try value_food on the value_pricerange side located in the value_area . book for value_people people on value_day at value_time please .",5
could i get the reference number please ?,1
no thank you ! goodbye .,2
"i have to book a place to eat that serves value_food food and is located in the value_area , can you help me ?",5
how about a restaurant that serves value_food food in the value_area instead ?,4
"yes , can you see if the value_pricerange -ly priced 1 can accommodate a party of value_people at value_time on value_day ?",5
can i get another restaurant in the value_area that is value_pricerange -ly priced ?,0
"no , that s all i needed . have a nice day .",2
i would like the value_pricerange range and i would like to book a table for value_people people on value_day at value_time .,5
thank you so much . that is all i need today . have a great evening .,2
great . thanks so much !,2
are there any value_food restaurant -s in the value_area ?,3
"no . i would like an value_pricerange restaurant , though .",3
"i am not a fan of value_food , is there a sushi spot somewhere close ?",4
thank you can i get the reference number for my reservation ?,5
okay thank you very much .,2
hi i am looking for an value_pricerange restaurant in the value_area of town .,3
i am looking for value_food food .,3
"okay , let s book a table for value_people on value_day at value_time .",5
sure and give me the reference number too please .,1
thank you so much for your time . that will be all .,2
i am looking for value_food food in the value_area part of town .,3
"try value_food , then .",4
"i'll take any type of cuisine , then . i just need a reservation for value_people at value_time on value_day .",5
"value_food , please .",4
yes please . are you sure there are no value_food or value_food place -s in the same price range open on the value_area side that day ?,4
okay i guess . try booking there please .,5
thank you for your help . have a great day .,2
are there any value_pricerange -ly priced place -s to eat with value_food styled food ?,3
restaurant_name is fine . i want to book a table for value_people person at value_time on value_day .,5
"yes , please book me a different restaurant in the same area and price range .",5
thank you that sounds like a great place .,2
"no , that will be all . thank you very much .",2
"hi , i am looking for a restaurant in the value_area area where i can eat value_food food .",3
then how about 1 that serves value_food food ?,4
yes could you make a booking for value_people people at value_time on value_day ?,5
yes that will be all . thanks for your help . bye .,2
can you give me information on a restaurant called restaurant_name ?,1
"i would like to book a table for value_people for value_day , please .",5
at value_time please .,5
if restaurant_name is in the same area as grafitti then that will be all . thank you for your help !,3
hmm . i feel like discovering something new . which restaurant would you recommend ?,3
that sounds great . could you book a table for value_people at value_time on value_day ?,5
"yes , or any in the same value_pricerange range and the value_area area .",4
yes 1 in the same area and price range please .,3
great ! thank you so much for your help .,2
no thank you for all your help .,2
i am looking for a restaurant called restaurant_name .,3
i need a value_pricerange priced restaurant please .,3
i would like an value_food restaurant in the value_area .,3
yes can you book for value_people people at value_time on value_day ?,5
that s disappointing . is there anything else value_pricerange -ly priced in that area ?,0
"sure , as long as it s in the value_area . can you give me the reference number once booked ?",5
"no , that will take care of it . thank you very much for your help !",2
"yes , i would be interested in 1 that serves value_food food . where would you recommend ?",4
i am looking for a restaurant in the city value_area that serves value_food food .,3
"yes , please find me another restaurant in the city value_area in the same price range .",0
i am looking for the restaurant_name can you help me find it ?,3
please book a table for value_people people at value_time on value_day .,5
"i am looking for a high end restaurant in the value_area , can you help me out ?",3
i want 1 that serves value_food .,3
what about 1 that has value_food food ?,4
"that s okay , i'll just pick the first 1 . can you make a reservation for value_people at value_time this value_day ?",5
"yes , please try another 1 of the 4 restaurant -s you found .",0
thanks so much for your help,2
no i am looking for that specifically .,3
how about 1 that serves value_food food ?,4
"i would like to book at the value_pricerange place . there will be value_people of us , and we'd like to eat at value_time on value_day .",5
can you find me another restaurant int he same area and price range please ?,0
yes please try booking that for me .,5
thank you so much for all of your help . that will be all .,2
i would like to find an value_pricerange restaurant in the value_area .,3
i would like value_food food .,3
"yes , can i make a reservation for value_people people at value_time on value_day ?",5
"yes , i need to find another place like that 1 though .",0
"maybe try 1 more time , any type of food , exepensive , in the value_area of town .",3
"i am looking for a restaurant my friend recommended , i think she called it the restaurant_name .",3
"sure , and can you book it for value_day at value_time for value_people people ?",5
something in the same area and price range would work .,0
great . thank you so much .,2
no that will be all for today . thank you so much for your help .,2
i am looking for a restaurant in the value_area .,3
i am looking for 1 that serves value_food food and is value_pricerange .,3
yes please . we would like a table for value_people at value_time on value_day .,5
i will choose restaurant_name . address please ?,1
can you book me a table for value_people at value_time on value_day ?,5
that will be all thank you .,2
i would like to narrow it down by price and i want value_food .,3
i want to find a value_food restaurant in the value_area,3
no that s fine . just book me a table for value_people people at value_time on value_day .,5
let s try a different restaurant in the same area and price range please .,0
the value_food restaurant sounds great . can you make a reservation for value_people at value_time this value_day ?,5
may i have the reference number for that reservation,5
thank you so much . that is all i need .,2
"hi , i am looking for value_pricerange place -s to eat in the city value_area ?",3
yes . i would like to book a reservation for value_people at value_time on value_day .,5
yes thank you .,2
no thank you .,2
i need help finding a place to dine that is very value_pricerange and is located in the value_area .,3
i will just take the first 1 on the list . can you make a reservation for value_people at value_time this value_day ?,5
yes the next 1 down the list,3
"just to be certain , does restaurant_name share the same area and price range as restaurant_name ?",3
can you book that for me then ?,5
thank you very much for your help .,2
no that will be all . thank you for all of your help .,2
"i need the restaurant to be value_pricerange , does this restaurant fir that criteria ?",3
"yes , please book for value_people people on value_day for value_time .",5
i was really hoping to find a value_pricerange restaurant in the value_area part of town . can you check for availability again ? any cuisine is fine .,3
yes alright then .,3
"ok , any area will be ok",3
i really needed it to be at that time . thank you for your help .,2
"you are certain that , with no particular cuisine needed , there were no value_pricerange restaurant -s at all ?",3
are there any casual restaurant -s in the value_area ?,3
i would like it to be in the value_pricerange price range .,3
"value_food sounds wonderful . yes , please book a table for value_people at value_time on value_day .",5
"yes , that would be fine . thank you for your help today . bye .",2
i am looking for a value_pricerange restaurant in the value_area area .,3
let s go with restaurant_name . could you book a table for value_people people at value_time on value_day ?,5
yes as long as its in the same area and price range . i need a reference number too then please,1
okay that is all i need for now .,2
i am looking for a restaurant in the value_area that serves value_food food .,3
i would like 1 in the value_pricerange price range please .,3
do they have booking available for value_people people at value_time on value_day ?,5
is there another restaurant in the area in that price range that is available at that time ?,0
no thanks . thank you and goodbye .,2
i am hoping to find a value_pricerange restaurant in the value_area .,3
i would love to have some value_food food please .,3
would you see if any of those are available on value_day at value_time for value_people people ? thanks .,5
"thank you ! there will be nothing else , goodbye .",2
can you find a restaurant in the value_area that serves value_food food ?,3
"i need help finding a very value_pricerange restaurant located in the value_area , can you help me ?",3
i am looking for a restaurant in the value_area area in the value_pricerange range . i would like a table for value_people people at value_time on value_day .,5
"sure , find me something else .",0
yes thank you for your help .,2
value_food . would you reserve a table for value_people for me ? i would like that to be at value_time on value_day .,5
no thanks for all your help,2
"id like to eat at an value_pricerange value_food place , know any ?",3
how about in the city value_area ?,3
can you see which ones have availability value_day at value_time for value_people people ?,5
"nope , that would be it . thanks for all the help , have a nice day !",2
"i need help finding a very inexpensive place to eat located in the value_area , can you help me ?",3
"i do not care , as long as it s value_pricerange it s fine . which do you recommend ?",3
how about a different restaurant in the same area and price range ?,0
thank you so much that is all i need .,2
are there any value_pricerange value_food restaurant -s value_area ?,3
"let s go with the first 1 , restaurant_name . do they have a table for value_people available at value_time tomorrow ?",5
"value_day , like the girl from the adam s family .",5
"another place to eat , any type , value_area and value_pricerange .",4
"actually , i just found out that another couple will be joining us and we'd like to eat at value_time . can you make me a reservation for value_people at that time ?",6
thank you . goodbye .,2
i am looking for a restaurant that serves value_food food in the value_area .,3
is there an value_food restaurant in the city value_area ?,4
could you check if either has booking for value_people people at value_time on value_day ?,5
no . i think that will be all . thank you for your help .,2
no but i will try that place .,3
thank you !,2
i am looking for a restaurant called restaurant_name,3
just 2 . it s for my wife and i .,3
lets try for value_food please,3
great ! i would like to book a table for value_people at value_time on value_day .,5
that sounds good as long as it s in the same area and price range . i'll need the reference number too please .,1
no thank you . goodbye .,2
i need to find an value_pricerange restauant that s in the value_area section of the city .,3
no i do not care about the type of cuisine .,3
what is the food type they serve ?,1
"nope , that s what i was looking for . thanks a lot !",2
i am looking for a restaurant that is value_pricerange -ly priced and serves value_food food .,3
how about value_food type of food ?,4
their phone number please .,1
what is the area ?,1
thank you for your help . goodbye .,2
"hello , i am looking for an value_pricerange restaurant that serves value_food food .",3
what about value_food food ?,4
could i have the phone number for 1 of the restaurant -s ?,1
"thanks , goodbye .",2
i am wanting an value_pricerange restaurant that offers value_food food . what is their number ?,1
"that sounds good , what is their number so that i can ring them ?",1
great ! thank you . goodbye .,2
i would like a value_pricerange -ly priced restaurant in the value_area part of town .,3
what type of food does restaurant_name serve ?,1
yes what is the address for the business ?,1
"great . i have everything i need , thank you",2
how abou value_food food,4
thank you . goodbye .,2
is there a value_pricerange place in the value_area part of town ?,3
"value_food , please . can you give me the address ?",1
what is the phone number please ?,1
no that will be it . thank you,2
i want a value_pricerange -ly priced restaurant in the value_area part of town . what is the phone number ?,1
i do not care . give me their phone number .,1
yes give me the phone number .,1
"awesome , thank you ! goodbye !",2
i would like a place that serves value_food food in the value_area part of town .,3
how about value_food food ?,4
i would like the address and phone number of restaurant_name .,1
"no , thank you goobye .",2
i would like to find a value_pricerange -ly priced value_food restaurant .,3
"can you give me the address , phone number , and area code ?",1
thank you very much for the address of the restaurant_name !,1
i need a restaurant,3
value_area and value_pricerange,3
address and phone number for the value_food restaurant,1
"no , this is it . thank you",2
"thank you , goodbye .",2
i would like to find a value_pricerange -ly priced restaurant in the value_area part of town .,3
value_area part of town .,3
can you please let me know the address ?,1
are there any other value_pricerange -ly price restaurant -s in the value_area part of town ? can i get the address for another 1 ?,0
thank you goodbye .,2
i would like a value_pricerange -ly priced value_food restaurant .,3
how about value_pricerange -ly priced value_food food ?,4
can you give me the phone numbers please,1
"thank you , goodbye",2
i would like to find a restaurant that serves value_food food .,3
is there any restaurant -s that serve value_food food ?,4
what s the address ?,1
i am looking for a restaurant that serves value_food food and in the value_pricerange price range .,3
are there any value_food restaurant -s ?,4
"what is the address , phone number , and postcode ?",1
thank you goodbye .,2
i am looking for a restaurant that serves value_food food,3
"yes , how about value_food food . i will also need the address , phone number , and postcode .",4
"what is the address , phone number , and postcode ?",1
i would like to find an value_area side restaurant that is value_pricerange .,3
value_food food sound good .,3
what is their address and postcode ?,1
thank you goodbye .,2
"hello , i am looking for a restaurant that serves value_food food in the value_area of town .",3
what is the phone number and postcode ?,1
"okay . thank you , goodbye .",2
i need to find a value_pricerange -ly priced restaurant in the value_area part of town .,3
can you send me the address and the phone number of this restaurant ?,1
"no , that will do it , thank you very much .",2
i need the address and phone number of a restaurant in the value_area part of town .,1
i do not care .,3
can you tell me what kind of food they serve ?,1
what is the address for restaurant_name ?,1
"thank you , goodbye",2
is there a restaurant in the value_area ?,3
"i would like 1 serving value_food food , possible .",3
"thank you , goodbye .",2
can you find me a value_food restaurant ?,3
"yes , a restaurant serving value_food food would be good .",4
"i do not care about the price range , and would just like 1 in the value_area part of town .",3
what is the price range ?,1
"that you , that s all i need to know .",3
"hello , i am looking for a value_food restaurant on the value_area side of town .",3
is there a restaurant that serves value_food food in the value_area part of town ?,4
value_pricerange,3
what is the food type they serve ?,1
can you please give me the address ?,1
i want something value_pricerange in the value_area part of town .,3
i would like the phone number and address for restaurant_name please .,1
"i am looking for something value_pricerange -ly priced in the value_area part of town , could you get me the number and full address please ?",1
thank you goodbye .,2
i would like a restaurant in the value_area of town that serves value_food food,3
can i have the phone number and address please ?,1
what is the address and phone number ?,1
thank you goodbye .,2
i am looking for a restaurant that is in the value_pricerange price range and in the value_area part of town .,3
let s go with value_food food .,3
address and phone number,1
"thank you , goodbye .",2
i would like a value_food restaurant instead then .,4
"i would like their phone number , please .",1
is there any thing else i can help you with ?,3
i want the phone number to a value_pricerange -ly priced restaurant with value_food food .,1
can you tell me what area of town it is located ?,1
thank you goodbye .,2
i am looking for an value_food restaurant in the value_area part of town . could i also get the phone number and address of the restaurant ?,1
i dont care .,3
i want to find a value_pricerange restaurant in the value_area part of town . what is the address and phone number ?,1
"thank you , goodbye .",2
"no , i dont care about the cuisine .",3
i need the address .,1
no . thank you,2
"hey , could you tell me if there are any panasian restaurant -s in the value_area side of town ?",3
thank you goodbye .,2
"i would like a value_food restaurant , and i do not care what part of town it is in .",1
that sounds good . may i have their phone number ?,1
i would like a value_pricerange restaurant in the value_area part of town,3
"either is fine , could you provide me their address and post code ?",1
i would like to know which type of food restaurant_name is serving .,3
no thanks . goodbye .,2
may i have the address and phone number of restaurant_name ?,1
thank you . goodbye .,2
looking for value_food food,3
"yes , i would like the address and phone number please .",1
thank you ! goodbye .,2
"i am looking for a resteraunt that serves value_food food , any price range is fine . what do you have available ?",3
"what is their address , phone number , and postcode ?",1
thank you,2
thank you . goodbye .,2
no thank you,2
i would like a value_pricerange -ly priced restaurant that serves value_food food,3
value_food food that is value_pricerange -ly priced please .,4
what is the address and postcode ?,1
that is it . thank you .,2
where can i get value_food food in town ?,3
how about value_food food ? can i have the address and phone number ?,4
"no . thank you , goodbye .",2
hello . can you please recommend a value_food restaurant for me ?,3
what is their phone number,1
what is the address ?,1
"thank you , goodbye .",2
i need a restaurant in the value_area part of town that serves value_food food .,3
how about value_food food ?,4
"yes , please , and the address and postcode also .",1
"thank you , goodbye .",2
i am looking for a restaurant serving value_food food in the value_area part of town .,3
i do not care .,3
"yes , i would like a different selection please . what other place -s serve value_food food ?",0
thank you goodbye .,2
i want value_food food .,3
thank you goodbye,2
"yes , i would like their address please .",1
thank you . that is all of the info that i needed . goodbye .,2
i need to find a restaurant in the value_area side of town,3
i do not have a price range . i am looking for a restaurant that serves value_food food .,3
how about value_food type food ?,4
yes . can i get the name and phone number of 1 of those restaurant -s ?,1
what is the area again sorry ?,1
thank you for your help . have a great evening .,2
"hello , i am looking for a restaurant that serves value_food food .",3
i do not care,3
are there any others ?,0
perfect . thank you very much !,2
thanks for your help ! goodbye .,2
find a value_pricerange -ly priced place for me please .,3
"on the value_area side of town , please .",3
great ! what is the phone number ?,1
"thank you , goodbye .",2
i would like some value_food food in the value_area part of town . are there any available ?,3
how about value_food food ?,4
"yes , the address , phone number , and their price range please .",1
what is the food type they serve ?,1
i do not know .,3
i want a restaurant in the value_area and serves value_food food . what is the address ?,1
no thank you,2
looking for value_food food .,3
what is the address and phone number ?,1
"thank you , goodbye .",2
"hi , i am looking for a value_food restaurnt in the value_area part of the city .",3
how about value_food food ?,4
could you tell me the address and phone number please ?,1
"that s it . thank you , goodbye",2
i am looking for a value_food restaurant in town .,3
thank you goodbye,2
hello . can you please help me find a nice restaurant that serves value_food food ? i need to know the address too .,1
and what is the postcode ?,1
thank you . goodbye,2
can i please have a value_pricerange restaurant in the value_area ?,3
thank you very much . bye .,2
can you recommend me a restaurant in the value_pricerange priced range located in the value_area part of town ?,3
"no i am not interested in value_food right now , do you have any other listings ?",0
i do not care .,3
great ! can you please let me know their contact number ?,1
thank you .,2
thank you goodbye .,2
looking for a restaurant in the value_pricerange -ly priced range,3
are there any value_food restaurant -s in the value_pricerange range ?,4
"can i get the address and postcode , please ?",1
thank you goodbye .,2
i am looking for a value_pricerange restaurant in the value_area part of town . i will need their address .,1
thank you goodbye .,2
value_food food please . phone number and postcode please .,1
sorry what type of food do they serve ?,1
what is the price range ?,1
thank you for your help . goodbye .,2
i do not care .,3
of course !,3
no thank you . that s all i need . goodbye,2
i want to find a value_pricerange -ly priced restaurant in the value_area part of town . what is the address ?,1
thank you . goodbye .,2
i would like a value_pricerange -ly priced restaurant in the value_area part of town,3
what kind of food does restaurant_name serve ?,1
what is their phone number ?,1
"no , thank you . i have all the information that i need now .",2
i am looking for an value_pricerange restaurant that serves value_food food .,3
can i have a value_food food instead ?,4
i want value_food food that is value_pricerange -ly priced .,3
how about the value_area part of town .,3
thank you goodbye .,2
i am looking for a value_pricerange -ly priced restaurant in the value_area part of town .,3
what kind of food is that ? also what is the address and phone number ?,1
i do not care .,3
is there anything else ?,0
what is the postcode ?,1
that is it . thank you .,2
value_food food .,4
i prefer the value_pricerange price range .,3
thank you . goodbye .,2
"i do not care about price range , find me an value_food food restaurant , please .",3
what is the phone number and postcode of a value_pricerange restaurant in the value_area part of town ?,1
thanks so much !,2
"no , thank you .",2
i would like an value_pricerange restaurant in the value_area part of town,3
thank you goodbye .,2
goodbye,2
i would like to find a value_pricerange -ly priced place located in the value_area part of town .,3
i would like to have their phone number and address .,1
thank you . goodbye .,2
yes please,3
what is the address and phone number ?,1
i want to find a restaurant in the value_area and serving value_food food .,3
that s ok because it s for a special occasion . can you give me the phone number ?,1
"hello , i need some value_food food . any price range is fine .",3
what is the address and phone number ?,1
i want a value_food food restaurant in the value_area part of town .,3
are there any value_food restaurant -s in the value_area ?,4
i do not care .,3
what is the phone number and price range ?,1
thank you . that sounds good .,2
thank you goodbye .,2
hi . i am trying to find a restaurant that serves value_food food . can you help me ?,3
how about value_food food ? i do not care about the price range .,4
value_food food in any area,4
could you give me the phone number and address of the restaurant_name in city value_area ?,1
"no thanks , that is all . goodbye .",2
is there a value_food restaurant in the value_area of town ?,3
i am looking for a restaurant the serves value_food food .,3
i have no preference .,3
"yes , i would like the address of restaurant_name please .",1
"no . thank you , goodbye .",2
"what is the address , phone number , and postcode ?",1
"thank you , goodbye .",2
i would like to find a restaurant in any area and it should serve value_food food .,3
could you give me just the phone number and postcode please ?,1
"no , thank you . goodbye .",2
"no , thank you . goodbye",2
please search for value_food food . i will also need the address and phone number .,4
i do not care .,3
"no , that is all i need . thank you and goodbye !",2
i am looking for value_food food .,3
how about a restaurant serving value_food food ?,4
may i have the address and phone number of restaurant_name ?,1
thank you,2
i would like an value_pricerange restaurant in the value_area part of town,3
i do not care,3
can i have their address and post code please,1
looking for a restaurant on the value_area part of town ?,3
i do not have a preference .,3
"i would like something in the value_pricerange price range , please .",3
can i have the address and phone number please ?,1
i am looking for a value_pricerange -ly priced restaurant in the value_area part of town .,3
dont care but i would like the address and phone number,1
which part of town it is in ?,1
"thank you , goodbye .",2
"the value_food place and the address , please .",1
thank you,2
"yes , i am looking for a restaurant in the value_area part of town serving value_food food .",3
"may i have their phone number , please ?",1
"okay , thank you",2
goodbye !,2
i want to find a restaurant in the value_area part of town and serving value_food food .,3
i do not care about the price range .,3
thank you goodbye .,2
i want your most value_pricerange restaurant in the value_area town .,3
i do not care,3
"ok , can you tell me the other restaurant -s ?",0
great ! can you please tell me the address and the phone number of restaurant_name ?,1
"thank you , goodbye .",2
i would like a value_pricerange restaurant which serves value_food food,3
thank you . goodbye .,2
"thank you , goodbye !",2
i would like a value_food restaurant in the value_area of town .,3
